Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
381970,KR7381970003,케이카,KOSPI,,6370,1,90,1.43,6310,6400,6250,116170,733705235,310988801760,48820848,STK
005950,KR7005950001,이수화학,KOSPI,,11780,1,620,5.56,11210,11820,11160,422737,4883817510,309745310820,26294169,STK
016800,KR7016800005,퍼시스,KOSPI,,26900,1,50,0.19,27000,27350,26850,493,13324350,309350000000,11500000,STK
096760,KR7096760004,JW홀딩스,KOSPI,,4180,3,0,0.0,4200,4200,4125,37954,158320439,309006257560,73924942,STK
018250,KR7018250001,애경산업,KOSPI,,11690,1,80,0.69,11550,11760,11520,28420,331051680,308732140150,26409935,STK
012030,KR7012030003,DB,KOSPI,,1507,1,55,3.79,1480,1514,1469,535937,797473888,303169117031,201173933,STK
126720,KR7126720002,수산인더스트리,KOSPI,,21200,1,50,0.24,21200,21350,21000,10432,220455650,302863200000,14286000,STK
001390,KR7001390004,KG케미칼,KOSPI,,4520,1,65,1.46,4455,4555,4455,115360,520865774,300144434720,66403636,STK
034830,KR7034830000,한국토지신탁,KOSPI,,1184,1,29,2.51,1156,1185,1156,229693,269420889,298947248320,252489230,STK
084010,KR7084010008,대한제강,KOSPI,,8670,1,20,0.23,8590,8670,8460,19892,169969440,298001737320,34371596,STK
033270,KR7033270000,유나이티드제약,KOSPI,,18500,1,30,0.16,18510,18650,18320,10060,185450830,294349337500,15910775,STK
001750,KR7001750009,한양증권,KOSPI,,19430,2,-60,-0.31,19490,19780,19340,11832,230201080,293577312980,15109486,STK
002710,KR7002710002,TCC스틸,KOSPI,,11180,2,-520,-4.44,11200,11350,10900,245078,2731459455,293069132460,26213697,STK
078520,KR7078520004,에이블씨엔씨,KOSPI,,11260,3,0,0.0,11250,11450,11060,44885,505194835,292919452860,26014161,STK
003350,KR7003350006,한국화장품제조,KOSPI,,12750,2,-10,-0.08,12850,12920,12260,583358,7346539915,288915000000,22660000,STK
091810,KR7091810002,트리니티항공,KOSPI,,2800,1,25,0.9,2820,2840,2775,56265,157244389,285897054800,102106091,STK
004430,KR7004430005,송원산업,KOSPI,,11910,2,-30,-0.25,11960,12490,11790,319192,3855358630,285840000000,24000000,STK
286940,KR7286940002,롯데이노베이트,KOSPI,,18710,1,700,3.89,18720,18850,18280,20948,389037790,283070456570,15129367,STK
084690,KR7084690007,대상홀딩스,KOSPI,,7800,2,-10,-0.13,7810,7860,7770,16510,129058230,282457796400,36212538,STK
003960,KR7003960002,사조대림,KOSPI,,30800,1,500,1.65,30600,30800,30300,996,30330700,282265583600,9164467,STK
058430,KR7058430000,포스코스틸리온,KOSPI,,4660,1,25,0.54,4650,4700,4615,170963,796560506,279600000000,60000000,STK
010820,KR7010820009,퍼스텍,KOSPI,,5670,1,150,2.72,5530,5720,5530,195290,1101058810,276536888460,48771938,STK
017390,KR7017390006,서울가스,KOSPI,,55500,2,-300,-0.54,55900,56000,55000,5947,329198250,274725000000,4950000,STK
003120,KR7003120003,일성아이에스,KOSPI,,20550,2,-100,-0.48,20850,20850,20550,576,11867850,273315000000,13300000,STK
000430,KR7000430009,대원강업,KOSPI,,4390,1,55,1.27,4375,4430,4320,58467,256099525,272180000000,62000000,STK
122900,KR7122900004,아이마켓코리아,KOSPI,,8110,2,-60,-0.73,8170,8200,8090,33417,271445065,271107892400,33428840,STK
010690,KR7010690006,화신,KOSPI,,7750,1,160,2.11,7650,7900,7600,237311,1845398025,270633177500,34920410,STK
037710,KR7037710001,광주신세계,KOSPI,,35450,1,550,1.58,35200,35700,35050,26567,941303350,270383247400,7627172,STK
020120,KR7020120002,키다리스튜디오,KOSPI,,7200,1,1020,16.5,6150,7200,6150,468422,3202957240,266859115200,37063766,STK
136490,KR7136490000,선진,KOSPI,,10990,1,40,0.37,10940,11200,10750,104637,1146914695,261337847960,23779604,STK
105840,KR7105840003,우진,KOSPI,,12900,1,190,1.49,12650,13000,12540,93910,1200329140,260549943000,20197670,STK
004360,KR7004360004,세방,KOSPI,,13410,1,10,0.07,13460,13550,13310,32753,439783410,256340236230,19115603,STK
004310,KR7004310009,현대약품,KOSPI,,7950,1,270,3.52,7780,8530,7300,11120866,88979181235,254400000000,32000000,STK
007160,KR7007160005,사조산업,KOSPI,,50300,1,400,0.8,49450,50500,49100,872,43482500,251500000000,5000000,STK
001790,KR7001790005,대한제당,KOSPI,,2910,1,30,1.04,2880,2920,2880,255361,742506512,250963972650,86241915,STK
005430,KR7005430004,한국공항,KOSPI,,79000,1,1600,2.07,78700,82800,78200,6035,482728400,250142045000,3166355,STK
298690,KR7298690009,에어부산,KOSPI,,1535,1,30,1.99,1505,1545,1505,39740,61052166,250074328520,162914872,STK
053690,KR7053690004,한미글로벌,KOSPI,,22800,1,1100,5.07,21750,23400,21300,393895,8909567050,249832140000,10957550,STK
005500,KR7005500004,삼진제약,KOSPI,,18750,2,-70,-0.37,18700,18890,18690,14843,278547860,249750000000,13320000,STK
217590,KR7217590009,티엠씨,KOSPI,,10360,1,290,2.88,10160,10380,10160,132375,1360344505,249616171000,24094225,STK
003920,KR7003920006,남양유업,KOSPI,,43400,3,0,0.0,43250,44150,43150,1727,75167100,246227599800,5673447,STK
008490,KR7008490005,서흥,KOSPI,,21250,2,-100,-0.47,21150,21550,21100,12795,272031650,245843651250,11569113,STK
005680,KR7005680004,삼영전자,KOSPI,,12130,1,90,0.75,12050,12160,12000,8878,107154775,242600000000,20000000,STK
000490,KR7000490003,대동,KOSPI,,8400,1,150,1.82,8270,8445,8200,304931,2544278370,242145666000,28826865,STK
003200,KR7003200003,일신방직,KOSPI,,10480,1,60,0.58,10790,10790,10310,38631,402953670,240620800000,22960000,STK
030210,KR7030210009,다올투자증권,KOSPI,,3930,1,40,1.03,3870,3980,3870,35002,138128045,239380646580,60911106,STK
000680,KR7000680009,LS네트웍스,KOSPI,,3030,2,-10,-0.33,3010,3095,2985,74803,227422467,238773138480,78803016,STK
025000,KR7025000001,KPX케미칼,KOSPI,,54400,3,0,0.0,54400,55200,54200,2567,139936500,238201769600,4378709,STK
003070,KR7003070000,코오롱글로벌,KOSPI,,9350,2,-90,-0.95,9690,9690,9330,14227,133462435,237714016650,25423959,STK
000540,KR7000540005,흥국화재,KOSPI,,3695,2,-265,-6.69,3960,3965,3665,292984,1102472290,237376573275,64242645,STK
044820,KR7044820009,코스맥스비티아이,KOSPI,,24600,2,-350,-1.4,24950,24950,23950,14606,355746075,236256456600,9603921,STK
001460,KR7001460005,BYC,KOSPI,,37700,1,150,0.4,37550,37900,37150,2056,77092400,235479855000,6246150,STK
900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,1207,1,10,0.84,1197,1211,1192,140037,168429943,233241201424,193240432,STK
226320,KR7226320000,잇츠한불,KOSPI,,10610,1,80,0.76,10590,10650,10480,15431,162711740,232670032150,21929315,STK
003650,KR7003650009,미창석유,KOSPI,,133500,1,1500,1.14,132000,134700,131500,1434,190007200,232246212000,1739672,STK
044450,KR7044450005,KSS해운,KOSPI,,10230,1,110,1.09,10120,10440,10120,56476,581249900,230968080750,22577525,STK
002320,KR7002320000,한진,KOSPI,,14870,3,0,0.0,14810,15190,14770,15666,233232660,230761819920,15518616,STK
001340,KR7001340009,PKC,KOSPI,,5100,1,100,2.0,5000,5110,5000,70758,358258190,229643253900,45028089,STK
475560,KR7475560009,더본코리아,KOSPI,,15430,1,340,2.25,15090,15660,15090,31376,484139085,228795577100,14827970,STK
000320,KR7000320002,노루홀딩스,KOSPI,,17090,1,140,0.83,17220,17340,16750,4830,82269315,227145770590,13291151,STK
134380,KR7134380005,미원화학,KOSPI,,10290,2,-60,-0.58,10350,10500,10290,6162,63504430,226304677200,21992680,STK
092200,KR7092200005,디아이씨,KOSPI,,5810,1,190,3.38,5700,6010,5700,264525,1542904955,225942585890,38888569,STK
034120,KR7034120006,SBS,KOSPI,,12150,1,40,0.33,12260,12260,12100,2422,29483310,225397541700,18551238,STK
009680,KR7009680000,모토닉,KOSPI,,10370,2,-30,-0.29,10350,10370,10290,7810,80776730,225372184780,21733094,STK
000050,KR7000050005,경방,KOSPI,,8160,2,-10,-0.12,8170,8240,8110,12259,100173310,223708603200,27415270,STK
033920,KR7033920000,무학,KOSPI,,7730,2,-10,-0.13,7770,7860,7680,16946,131376290,220305000000,28500000,STK
001250,KR7001250000,GS글로벌,KOSPI,,2660,1,25,0.95,2640,2715,2630,337638,897230160,219539812240,82533764,STK
035150,KR7035150002,백산,KOSPI,,10900,1,150,1.4,10890,10910,10620,8321,90179710,215504761100,19771079,STK
005010,KR7005010004,휴스틸,KOSPI,,3830,1,40,1.06,3780,3865,3760,204442,778742106,215200327250,56188075,STK
298000,KR7298000001,효성화학,KOSPI,,56000,1,600,1.08,55400,56900,54500,25544,1420338850,212341416000,3791811,STK
000480,KR7000480004,CR홀딩스,KOSPI,,4525,2,-5,-0.11,4540,4540,4480,9003,40662170,212179467250,46890490,STK
017860,KR7017860008,DS단석,KOSPI,,11780,1,260,2.26,11520,11800,11500,29530,346106820,207959808520,17653634,STK
011500,KR7011500006,한농화성,KOSPI,,13290,1,310,2.39,13050,13470,13050,30290,402354025,207816288180,15637042,STK
003720,KR7003720000,삼영,KOSPI,,6060,1,110,1.85,5980,6110,5960,106977,644062470,206040000000,34000000,STK
004980,KR7004980009,성신양회,KOSPI,,8400,2,-30,-0.36,8400,8580,8260,94150,787481760,205935013200,24516073,STK
000650,KR7000650002,천일고속,KOSPI,,143700,1,600,0.42,143100,146300,142000,1171,168683450,205378914000,1429220,STK
003520,KR7003520004,영진약품,KOSPI,,1116,1,4,0.36,1110,1125,1104,271050,302209012,204108287796,182892731,STK
100250,KR7100250000,진양홀딩스,KOSPI,,3175,1,20,0.63,3160,3180,3155,40629,128640735,202882500000,63900000,STK
037270,KR7037270006,YG PLUS,KOSPI,,3170,1,95,3.09,3080,3170,3080,118945,373460803,201812058700,63663110,STK
028100,KR7028100006,동아지질,KOSPI,,17720,1,350,2.01,17370,17750,17340,22958,405081190,198855913240,11222117,STK
001130,KR7001130004,대한제분,KOSPI,,11700,2,-80,-0.68,11770,11790,11640,7879,92385145,197730000000,16900000,STK
013580,KR7013580006,계룡건설,KOSPI,,22000,1,300,1.38,21950,22450,21700,77935,1720645150,196479954000,8930907,STK
039570,KR7039570007,HDC랩스,KOSPI,,7560,3,0,0.0,7560,7620,7540,1682,12728890,196239463560,25957601,STK
001630,KR7001630003,종근당홀딩스,KOSPI,,38900,3,0,0.0,39300,39500,38900,1024,39891075,194883592900,5009861,STK
053210,KR7053210001,스카이라이프,KOSPI,,4100,2,-10,-0.24,4150,4150,4055,13504,55156295,194844115500,47522955,STK
035510,KR7035510007,신세계 I&C,KOSPI,,13860,1,870,6.7,13020,14700,13020,300766,4217829800,193775274000,13980900,STK
016580,KR7016580003,환인제약,KOSPI,,10360,2,-30,-0.29,10400,10450,10180,74597,763580815,192696725200,18600070,STK
095570,KR7095570008,AJ네트웍스,KOSPI,,4250,3,0,0.0,4305,4305,4220,57114,242473127,192324225750,45252759,STK
117580,KR7117580001,대성에너지,KOSPI,,6960,3,0,0.0,6960,6970,6850,50704,350811900,191400000000,27500000,STK
102260,KR7102260007,동성케미컬,KOSPI,,3760,1,10,0.27,3760,3805,3745,89479,337670361,190517662160,50669591,STK
339770,KR7339770000,교촌에프앤비,KOSPI,,3800,3,0,0.0,3840,3850,3795,16712,63694187,189867304000,49965080,STK
033530,KR7033530007,SJG세종,KOSPI,,7000,1,110,1.6,6890,7090,6890,30096,209723640,189366093000,27052299,STK
010580,KR7010580009,에스엠벡셀,KOSPI,,1699,2,-38,-2.19,1723,1745,1680,239194,407652207,189016740240,111251760,STK
128820,KR7128820008,대성산업,KOSPI,,4150,1,75,1.84,4145,4180,4075,46670,193078375,187727233700,45235478,STK
000140,KR7000140004,하이트진로홀딩스,KOSPI,,8030,1,10,0.12,8140,8140,8000,2652,21286310,186350322950,23206765,STK
102460,KR7102460003,이연제약,KOSPI,,9970,1,60,0.61,9910,10010,9730,38862,382815580,185310505670,18586811,STK
007860,KR7007860000,서연,KOSPI,,7760,2,-10,-0.13,7750,7860,7750,16202,126090400,182203589440,23479844,STK
002100,KR7002100006,경농,KOSPI,,9330,1,20,0.21,9310,9370,9270,29045,270813465,182145624750,19522575,STK
003220,KR7003220001,대원제약,KOSPI,,8070,1,80,1.0,8040,8100,7920,38806,310814070,180990594810,22427583,STK
014710,KR7014710008,사조씨푸드,KOSPI,,10470,2,-30,-0.29,10970,10970,10240,5726,60037940,180278145210,17218543,STK
213500,KR7213500002,한솔제지,KOSPI,,7570,1,100,1.34,7500,7590,7500,20655,156017075,180170360320,23800576,STK
002420,KR7002420008,우양피앤엘,KOSPI,,5780,2,-90,-1.53,5870,5870,5720,10769,62048220,180150369520,31167884,STK
002150,KR7002150001,도화엔지니어링,KOSPI,,5320,2,-30,-0.56,5350,5420,5300,24856,133240630,179390400000,33720000,STK
487570,KR7487570004,HS효성,KOSPI,,48100,2,-150,-0.31,48350,48600,47600,1611,77808325,179217088700,3725927,STK
016450,KR7016450009,한세예스24홀딩스,KOSPI,,4465,2,-25,-0.56,4490,4530,4430,26443,117826262,178600000000,40000000,STK
234080,KR7234080000,JW생명과학,KOSPI,,11260,1,60,0.54,11280,11280,11170,9473,106436190,178297078040,15834554,STK
015230,KR7015230006,대창단조,KOSPI,,6520,1,20,0.31,6500,6670,6450,93771,613822955,176976402400,27143620,STK
003610,KR7003610003,방림,KOSPI,,5500,2,-80,-1.43,5640,5640,5460,36062,198267360,176609279000,32110778,STK
004560,KR7004560009,현대비앤지스틸,KOSPI,,11650,1,60,0.52,11700,11850,11530,16898,197266440,175668148150,15078811,STK
241590,KR7241590009,화승엔터프라이즈,KOSPI,,2880,1,5,0.17,2835,2940,2835,14869,42984472,174497114880,60589276,STK
000390,KR7000390005,SP삼화,KOSPI,,6410,2,-70,-1.08,6480,6630,6410,70310,458778930,174374236290,27203469,STK
025560,KR7025560004,미래산업,KOSPI,,6270,1,100,1.62,6250,6280,6100,255855,1585347485,174172311060,27778678,STK
003460,KR7003460003,유화증권,KOSPI,,3065,1,20,0.66,3045,3075,3045,6565,20127820,173792901975,56702415,STK
000700,KR7000700005,유수홀딩스,KOSPI,,6640,1,50,0.76,6520,6720,6520,20322,135249630,172917631680,26041812,STK
005960,KR7005960000,동부건설,KOSPI,,7520,1,20,0.27,7500,7570,7420,20967,156934845,172558905760,22946663,STK
013890,KR7013890009,지누스,KOSPI,,7740,1,120,1.57,7630,7780,7580,4671,35925740,169705792620,21925813,STK
004380,KR7004380002,삼익THK,KOSPI,,8100,1,190,2.4,8180,8230,8010,11885,96578840,167670000000,20700000,STK
000860,KR7000860007,강남제비스코,KOSPI,,12650,1,60,0.48,12410,12720,12410,12772,160215470,164450000000,13000000,STK
101530,KR7101530004,해태제과식품,KOSPI,,5600,1,30,0.54,5570,5650,5570,6231,34856780,163054203200,29116822,STK
002170,KR7002170009,SYTS,KOSPI,,54300,2,-700,-1.27,55000,55100,54100,943,51393200,162900000000,3000000,STK
090350,KR7090350000,노루페인트,KOSPI,,8040,1,30,0.37,8010,8060,7950,17012,136023620,160800000000,20000000,STK
077500,KR7077500007,유니퀘스트,KOSPI,,7440,1,160,2.2,7320,7590,7250,65967,489527170,160704758880,21600102,STK
007570,KR7007570005,일양약품,KOSPI,,8370,1,10,0.12,8500,8500,8180,5695,47525820,159747007680,19085664,STK
016880,KR7016880007,웅진,KOSPI,,1960,1,14,0.72,1947,2040,1936,82312,161059300,156657076800,79927080,STK
460850,KR7460850001,동국씨엠,KOSPI,,5220,2,-20,-0.38,5290,5290,5180,22738,118504900,156070984320,29898656,STK
271980,KR7271980005,제일약품,KOSPI,,10520,2,-260,-2.41,10700,10710,10330,56059,587364205,154695253440,14704872,STK
001780,KR7001780006,알루코,KOSPI,,1595,2,-16,-0.99,1614,1629,1588,168604,270621145,154444060540,96830132,STK
003830,KR7003830007,대한화섬,KOSPI,,114800,1,1400,1.23,110200,115400,110200,96,10905600,152454400000,1328000,STK
462520,KR7462520008,조선내화,KOSPI,,12850,2,-120,-0.93,13000,13000,12820,12952,166555040,152338908800,11855168,STK
000970,KR7000970004,한국주철관,KOSPI,,6660,1,10,0.15,6690,6690,6640,5902,39295945,151851330000,22800500,STK
293480,KR7293480000,하나제약,KOSPI,,8520,1,100,1.19,8460,8520,8410,16310,137835420,151425499920,17772946,STK
009470,KR7009470006,삼화전기,KOSPI,,22800,1,850,3.87,22200,22850,22150,15493,349653000,150795096000,6613820,STK
001210,KR7001210004,금호전기,KOSPI,,12170,2,-700,-5.44,12100,12970,11550,3496432,42463671120,150616114720,12376016,STK
071840,KR7071840003,롯데하이마트,KOSPI,,6320,1,10,0.16,6330,6370,6310,2736,17324710,149200739840,23607712,STK
272550,KR7272550005,삼양패키징,KOSPI,,9880,1,40,0.41,9850,9890,9730,11840,115840010,148875851280,15068406,STK
004970,KR7004970000,신라교역,KOSPI,,9160,2,-30,-0.33,9200,9400,9160,38919,359299170,146560000000,16000000,STK
107590,KR7107590002,미원홀딩스,KOSPI,,62800,2,-1200,-1.88,63900,64100,62800,104,6595700,145696000000,2320000,STK
000020,KR7000020008,동화약품,KOSPI,,5210,1,10,0.19,5210,5250,5150,55487,288564350,145522958700,27931470,STK
004960,KR7004960001,한신공영,KOSPI,,12550,1,570,4.76,11980,12610,11830,57127,708130025,145212310100,11570702,STK
004090,KR7004090007,한국석유,KOSPI,,11330,1,160,1.43,11170,11420,11070,120385,1360723410,143824379600,12694120,STK
025820,KR7025820002,이구산업,KOSPI,,4280,1,5,0.12,4315,4335,4250,128774,551776665,143131760000,33442000,STK
004150,KR7004150009,한솔홀딩스,KOSPI,,3485,3,0,0.0,3540,3540,3440,77635,269436965,142977770700,41026620,STK
001080,KR7001080001,만호제강,KOSPI,,4010,1,20,0.5,3985,4100,3915,86029,344460620,140810989600,35114960,STK
015890,KR7015890007,태경산업,KOSPI,,4800,1,20,0.42,4775,4815,4775,4993,23941455,140298000000,29228750,STK
003480,KR7003480001,한진중공업홀딩스,KOSPI,,4740,1,40,0.85,4740,4760,4695,29584,139856475,139971308880,29529812,STK
094280,KR7094280005,효성ITX,KOSPI,,12020,1,20,0.17,12000,12100,11990,1996,23998400,138929564000,11558200,STK
002210,KR7002210003,동성제약,KOSPI,,1425,1,7,0.49,1418,1492,1414,44161,63066982,137682797475,96619507,STK
081000,KR7081000002,일진다이아,KOSPI,,9570,1,50,0.53,9520,9610,9510,5998,57261440,135922470750,14202975,STK
006060,KR7006060008,화승인더,KOSPI,,2455,2,-20,-0.81,2480,2495,2455,43639,107633160,135810600000,55320000,STK
008350,KR7008350001,남선알미늄,KOSPI,,1052,2,-20,-1.87,1064,1073,1049,495994,527093417,135791202680,129079090,STK
003010,KR7003010006,혜인,KOSPI,,10650,1,880,9.01,9800,11200,9690,812535,8570002915,135390755550,12712747,STK
000520,KR7000520007,삼일제약,KOSPI,,6230,1,150,2.47,6150,6260,6110,35340,218875670,135139982530,21691811,STK
024090,KR7024090003,디씨엠,KOSPI,,11730,2,-30,-0.26,11760,11920,11500,47505,547013660,133722000000,11400000,STK
009270,KR7009270000,신원,KOSPI,,1163,1,1,0.09,1170,1196,1161,495897,580507676,133477967059,114770393,STK
012610,KR7012610002,경인양행,KOSPI,,3160,3,0,0.0,3160,3205,3110,99414,313724187,131507713400,41616365,STK
002390,KR7002390003,한독,KOSPI,,9530,1,10,0.11,9520,9620,9320,3972,37711250,131166469490,13763533,STK
267290,KR7267290005,경동도시가스,KOSPI,,22150,1,100,0.45,21850,22200,21850,7031,155173250,130583242900,5895406,STK
004080,KR7004080008,신흥,KOSPI,,14020,2,-40,-0.28,14110,14110,14020,263,3694210,130386000000,9300000,STK
214390,KR7214390007,경보제약,KOSPI,,5420,3,0,0.0,5380,5530,5320,12930,69618035,129575181200,23906860,STK
013520,KR7013520002,화승코퍼레이션,KOSPI,,2570,2,-20,-0.77,2585,2595,2530,44576,114002125,128631717640,50051252,STK
210540,KR7210540001,디와이파워,KOSPI,,11540,2,-20,-0.17,11590,11660,11470,37565,433396805,127421310320,11041708,STK
214420,KR7214420002,토니모리,KOSPI,,5290,2,-10,-0.19,5250,5380,5230,48985,258993125,127249886710,24054799,STK
037560,KR7037560000,LG헬로비전,KOSPI,,1640,1,10,0.61,1630,1649,1620,33950,55423398,127012858600,77446865,STK
089470,KR7089470009,HDC현대EP,KOSPI,,3955,2,-5,-0.13,3955,3970,3890,23662,92825885,126164500000,31900000,STK
014280,KR7014280002,금강공업,KOSPI,,4240,2,-45,-1.05,4295,4350,4225,16409,69966718,124356473680,29329357,STK
009070,KR7009070004,KCTC,KOSPI,,4140,1,125,3.11,4040,4140,4040,110164,451446954,124200000000,30000000,STK
001360,KR7001360007,삼성제약,KOSPI,,1319,2,-11,-0.83,1330,1342,1309,221019,291034506,124199782201,94162079,STK
007540,KR7007540008,샘표,KOSPI,,43000,1,100,0.23,42900,43250,42500,2062,88277200,123659400000,2875800,STK
078000,KR7078000007,텔코웨어,KOSPI,,13360,2,-30,-0.22,13400,13430,13320,1569,20966680,123447428720,9240077,STK
002620,KR7002620003,제일파마홀딩스,KOSPI,,7690,1,40,0.52,7650,7730,7450,3896,29307190,122835099950,15973355,STK
005800,KR7005800008,신영와코루,KOSPI,,13550,1,220,1.65,13510,13710,13330,11124,151049850,121950000000,9000000,STK
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,13280,1,10,0.08,13340,13390,13220,9335,124376905,120859102080,9100836,STK
008040,KR7008040008,사조동아원,KOSPI,,8550,1,770,9.9,7830,8800,7500,150193,1282750570,120678633000,14114460,STK
079430,KR7079430005,현대리바트,KOSPI,,5980,1,10,0.17,5940,6060,5940,9052,54309360,120282927960,20114202,STK
011690,KR7011690005,와이투솔루션,KOSPI,,3250,1,100,3.17,3160,3300,3160,94339,304594485,119289280500,36704394,STK
017550,KR7017550005,수산세보틱스,KOSPI,,1893,1,26,1.39,1868,1896,1832,206640,387361001,118121553090,62399130,STK
008970,KR7008970006,KBI동양철관,KOSPI,,1138,2,-2,-0.18,1117,1149,1112,1025910,1156015200,118086740166,103766907,STK
034590,KR7034590000,인천도시가스,KOSPI,,26550,2,-150,-0.56,26750,26750,26550,378,10056900,116149718700,4374754,STK
083420,KR7083420000,그린케미칼,KOSPI,,4810,1,25,0.52,4830,4835,4770,13475,64537550,115440000000,24000000,STK
013570,KR7013570007,디와이,KOSPI,,4380,1,30,0.69,4315,4415,4315,35700,156056287,115279992540,26319633,STK
001520,KR7001520006,동양,KOSPI,,1072,1,6,0.56,1063,1093,1044,166041,176636070,114834818304,107122032,STK
011280,KR7011280005,태림포장,KOSPI,,1620,3,0,0.0,1641,1641,1609,2826,4586723,114705622800,70805940,STK
014530,KR7014530000,극동유화,KOSPI,,3245,1,15,0.46,3230,3285,3230,68497,223083675,113151267900,34869420,STK
012320,KR7012320008,경동인베스트,KOSPI,,47400,1,550,1.17,46900,47650,45900,1549,73127850,112102090200,2365023,STK
004250,KR7004250007,NPC,KOSPI,,3030,1,30,1.0,3005,3040,2980,5218,15694425,111261600000,36720000,STK
023450,KR7023450000,동남합성,KOSPI,,31600,1,50,0.16,31550,31750,30600,1761,55049300,110600000000,3500000,STK
016710,KR7016710006,대성홀딩스,KOSPI,,6870,2,-120,-1.72,7020,7020,6730,21945,150414340,110534583330,16089459,STK
010100,KR7010100006,한국무브넥스,KOSPI,,3580,2,-20,-0.56,3610,3615,3545,45675,163255440,109012503600,30450420,STK
002460,KR7002460004,HS화성,KOSPI,,10740,2,-150,-1.38,11110,11110,10640,12606,135251835,109011000000,10150000,STK
016740,KR7016740003,두올,KOSPI,,3775,2,-5,-0.13,3750,3780,3655,19569,72691205,108244440600,28674024,STK
012800,KR7012800009,대창,KOSPI,,1174,2,-5,-0.42,1180,1192,1165,154163,181098529,106998945826,91140499,STK
021820,KR7021820006,세원정공,KOSPI,,10670,1,20,0.19,10790,10790,10490,12324,130530750,106700000000,10000000,STK
035000,KR7035000009,HS애드,KOSPI,,6580,1,90,1.39,6540,6580,6520,35885,235277110,106646297520,16207644,STK
248170,KR7248170003,샘표식품,KOSPI,,23200,1,200,0.87,23300,23400,23000,1026,23787150,105984235200,4568286,STK
014580,KR7014580005,태경비케이,KOSPI,,3825,3,0,0.0,3820,3840,3795,42886,163275628,105505357500,27583100,STK
120030,KR7120030002,조선선재,KOSPI,,83800,1,300,0.36,83500,84200,83500,182,15229300,105391153800,1257651,STK
002450,KR7002450005,삼익악기,KOSPI,,1159,1,7,0.61,1156,1160,1152,123170,142385446,104925330485,90530915,STK
092220,KR7092220003,KEC,KOSPI,,2600,1,60,2.36,2540,2620,2525,152903,393695667,104396832800,40152628,STK
027970,KR7027970003,한국제지,KOSPI,,2740,1,15,0.55,2725,2755,2695,3075,8376596,104202594560,38030144,STK
267850,KR7267850006,아시아나IDT,KOSPI,,9250,1,30,0.33,9230,9460,9230,3610,33626200,102675000000,11100000,STK
006840,KR7006840003,AK홀딩스,KOSPI,,7710,2,-290,-3.63,8000,8010,7710,7975,62205180,102138695310,13247561,STK
123690,KR7123690000,한국화장품,KOSPI,,6340,1,20,0.32,6320,6450,6290,50277,319919505,101871120000,16068000,STK
37550L,KR737550K029,DL이앤씨2우(전환),KOSPI,,48150,1,600,1.26,47750,48500,47300,4058,194140000,101690440650,2111951,STK
264900,KR7264900002,크라운제과,KOSPI,,8110,1,20,0.25,8090,8150,8080,4109,33335395,101568423500,12523850,STK
009580,KR7009580002,무림P&P,KOSPI,,1623,1,2,0.12,1646,1646,1610,38349,62017137,101223789852,62368324,STK
013700,KR7013700000,까뮤이앤씨,KOSPI,,1680,1,22,1.33,1658,1680,1611,269917,443431101,100381394400,59750830,STK
006660,KR7006660005,삼성공조,KOSPI,,12310,1,170,1.4,12160,12480,12130,119689,1471281765,100034925340,8126314,STK
004100,KR7004100004,태양금속,KOSPI,,2690,1,165,6.53,2560,2720,2545,504588,1332166187,98723000000,36700000,STK
067830,KR7067830000,세이브존I&C,KOSPI,,2400,1,15,0.63,2365,2425,2355,77097,183274109,98498148000,41040895,STK
008700,KR7008700007,아남전자,KOSPI,,1273,1,23,1.84,1235,1279,1235,301868,383120878,98179895860,77124820,STK
012200,KR7012200002,계양전기,KOSPI,,3600,1,110,3.15,3505,3625,3480,150910,540000531,98002184400,27222829,STK
008260,KR7008260002,NI스틸,KOSPI,,3420,2,-95,-2.7,3520,3520,3405,68606,236597070,97812400140,28600117,STK
070960,KR7070960000,모나용평,KOSPI,,2030,1,36,1.81,2100,2100,2000,25221,51223030,97710665990,48133333,STK
032560,KR7032560005,황금에스티,KOSPI,,5700,3,0,0.0,5700,5730,5660,18902,107767260,96900000000,17000000,STK
014790,KR7014790000,HL D&I,KOSPI,,2555,3,0,0.0,2560,2605,2550,11758,30296005,96728725555,37858601,STK
036580,KR7036580009,팜스코,KOSPI,,2620,2,-5,-0.19,2605,2635,2570,33884,88093800,96227210660,36727943,STK
014440,KR7014440002,영보화학,KOSPI,,4795,3,0,0.0,4795,4800,4750,16847,80443735,95900000000,20000000,STK
019180,KR7019180009,티에이치엔,KOSPI,,5230,1,40,0.77,5270,5300,5140,56021,292723800,94140000000,18000000,STK
007210,KR7007210008,벽산,KOSPI,,1430,1,6,0.42,1420,1432,1413,64833,92194028,93464800000,65360000,STK
002200,KR7002200004,한국수출포장,KOSPI,,2725,1,25,0.93,2740,2740,2690,3294,8888645,91287339225,33499941,STK
058850,KR7058850009,KTcs,KOSPI,,2200,1,30,1.38,2180,2205,2180,57710,126459969,91089790000,41404450,STK
